System_geom,1200,1200,400
#Detector,center,normal,top,h,w,t
Pt,"(111.702912, 988.915662, 76.915462)"
Pt,"(746.965942, 733.976355, 29.639900)"
Pt,"(269.103709, 101.113542, 258.173174)"
Pt,"(900.031809, 65.612197, 186.495212)"
Pt,"(944.808414, 758.876511, 391.333864)"
Pt,"(261.838367, 462.816418, 337.848948)"
Pt,"(626.448223, 850.735444, 37.284335)"
Pt,"(864.410902, 78.510369, 365.913053)"
Pt,"(676.495551, 460.724273, 263.570038)"
Pt,"(1153.118535, 586.981842, 384.948348)"
Pt,"(623.665285, 830.060887, 199.055836)"
Pt,"(568.031485, 962.009968, 69.944953)"
Pt,"(865.529204, 594.081267, 289.561221)"
Pt,"(1189.227019, 666.169301, 4.656923)"
Pt,"(1081.459609, 530.781911, 174.594518)"
Pt,"(640.879400, 486.212828, 44.215211)"
Pt,"(151.581746, 601.953566, 74.931465)"
Pt,"(742.737414, 545.334296, 283.797109)"
Pt,"(600.831698, 489.105008, 30.257872)"
Pt,"(816.832007, 299.767048, 149.486458)"
Pt,"(163.804368, 1048.030111, 351.987070)"
Pt,"(1079.004884, 1119.164705, 35.971451)"
Pt,"(313.127193, 1114.203576, 305.633943)"
Pt,"(248.575654, 1002.499185, 317.307836)"
Pt,"(325.709339, 121.826705, 394.481533)"
Pt,"(511.002431, 372.258318, 282.458027)"
Pt,"(518.319752, 267.432410, 317.461915)"
Pt,"(953.326720, 125.960065, 49.280567)"
Pt,"(950.724290, 561.522387, 67.175638)"
Pt,"(945.113359, 1151.363797, 357.288563)"
Pt,"(978.886458, 606.612651, 158.939229)"
Pt,"(556.097730, 750.657127, 0.010326)"
Pt,"(1071.271367, 293.931520, 155.157190)"
Pt,"(740.017682, 282.954587, 97.657721)"
Pt,"(890.312043, 744.645529, 99.748759)"
Pt,"(847.133249, 803.658238, 41.868038)"
Pt,"(318.870780, 755.479770, 291.163185)"
Pt,"(1060.810018, 39.116228, 386.825836)"
Pt,"(1125.870282, 1074.927055, 377.759299)"
Pt,"(103.003928, 996.406904, 291.147122)"
Pt,"(718.423162, 88.103821, 0.348027)"
Pt,"(485.036168, 881.991447, 151.704311)"
Pt,"(1102.355878, 647.860767, 0.582356)"
Pt,"(588.126029, 721.560522, 176.968528)"
Pt,"(1140.728723, 85.060934, 146.759681)"
Pt,"(780.349402, 949.552798, 354.834537)"
Pt,"(993.557191, 884.145933, 199.581850)"
Pt,"(656.510441, 762.102046, 126.558638)"
Pt,"(188.582991, 1194.735022, 0.358272)"
Pt,"(117.391811, 299.158580, 76.451877)"
Pt,"(348.243892, 466.801427, 185.469164)"
Pt,"(697.361240, 764.713362, 329.291007)"
Pt,"(421.014786, 1168.082503, 291.796689)"
Pt,"(214.839384, 720.287786, 154.094390)"
Pt,"(273.439912, 415.810484, 332.148771)"
Pt,"(931.997547, 1178.927526, 22.150168)"
Pt,"(1090.742718, 15.457781, 288.776771)"
Pt,"(297.130377, 129.334445, 73.721052)"
Pt,"(629.846921, 1169.735865, 95.113547)"
Pt,"(884.203947, 128.644324, 186.265520)"
Pt,"(1193.725405, 62.367712, 363.646628)"
Pt,"(355.104471, 382.614001, 89.035983)"
Pt,"(792.837724, 154.782338, 317.555590)"
Pt,"(573.497206, 1096.401503, 96.242309)"
Pt,"(475.337557, 885.746228, 10.259306)"
Pt,"(1021.656142, 603.401769, 75.062768)"
Pt,"(517.833914, 267.284646, 45.652014)"
Pt,"(337.886204, 398.884070, 136.144253)"
Pt,"(165.953029, 990.683261, 59.035141)"
Pt,"(872.975698, 245.734377, 283.412142)"
Pt,"(594.897822, 84.338288, 332.930954)"
Pt,"(1102.767810, 475.050013, 282.521965)"
Pt,"(1135.463317, 1192.936716, 208.420850)"
Pt,"(1069.734406, 78.001277, 364.582202)"
Pt,"(757.991622, 1026.525552, 39.240026)"
Pt,"(986.932957, 1185.741489, 9.613659)"
Pt,"(284.691583, 130.756216, 269.454873)"
Pt,"(7.186102, 788.137907, 4.635110)"
Pt,"(1173.518895, 669.251581, 107.316670)"
Pt,"(582.887563, 117.670189, 210.101219)"
Pt,"(142.965491, 755.672283, 297.832068)"
Pt,"(592.264772, 243.946871, 92.269562)"
Pt,"(1083.726228, 953.699705, 195.129010)"
Pt,"(532.165157, 407.912296, 182.004803)"
Pt,"(1074.437875, 161.020804, 114.553290)"
Pt,"(434.013527, 787.701386, 41.172892)"
Pt,"(1051.816753, 1045.448384, 76.977678)"
Pt,"(451.027055, 877.970665, 157.736932)"
Pt,"(837.447486, 273.535960, 165.593412)"
Pt,"(86.532716, 623.447564, 325.868362)"
Pt,"(711.746824, 1056.824272, 113.343522)"
Pt,"(1002.437160, 857.750705, 171.151267)"
Pt,"(0.147203, 744.807395, 1.220140)"
Pt,"(774.592236, 794.210643, 294.019743)"
Pt,"(417.243762, 407.663676, 325.413971)"
Pt,"(673.067154, 375.149161, 192.111860)"
Pt,"(416.663814, 230.315951, 326.422365)"
Pt,"(777.669640, 670.090100, 308.841005)"
Pt,"(1003.164522, 510.080802, 393.653944)"
Pt,"(1163.016338, 466.973259, 235.340263)"
Pt,"(1120.441072, 17.468529, 284.703301)"
Pt,"(314.588223, 27.994455, 169.256778)"
Pt,"(139.112290, 593.025032, 238.557896)"
Pt,"(514.219691, 275.212469, 344.877989)"
Pt,"(1199.160410, 839.735344, 70.336609)"
Pt,"(446.184704, 967.898496, 356.245566)"
Pt,"(665.244337, 30.364797, 122.301434)"
Pt,"(441.806803, 533.378737, 382.529364)"
Pt,"(34.933993, 591.789050, 225.398411)"
Pt,"(785.684707, 454.932669, 253.332413)"
Pt,"(914.777699, 311.901278, 340.437916)"
Pt,"(289.146598, 620.163904, 216.928236)"
Pt,"(767.998665, 581.977922, 220.146177)"
Pt,"(243.039584, 1159.289293, 258.686523)"
Pt,"(464.154853, 1185.357547, 64.425152)"
Pt,"(1168.934406, 446.095398, 235.263669)"
Pt,"(411.379833, 1188.251164, 393.787656)"
Pt,"(984.175054, 66.825040, 231.425182)"
Pt,"(589.783080, 725.522009, 46.964764)"
Pt,"(116.669391, 817.001289, 374.236550)"
Pt,"(1131.257478, 441.333195, 321.256350)"
Pt,"(515.089006, 781.030724, 343.012025)"
Pt,"(325.160754, 1075.776282, 256.461424)"
Pt,"(421.397084, 232.240192, 50.357652)"
Pt,"(241.723469, 218.936785, 49.596524)"
Pt,"(208.545643, 685.772458, 348.749043)"
Pt,"(219.805772, 814.354730, 58.261557)"
Pt,"(247.362119, 958.723137, 55.178997)"
Pt,"(205.561979, 235.090520, 399.054579)"
Pt,"(1014.907949, 540.089940, 160.492529)"
Pt,"(69.763689, 1036.901890, 282.833456)"
Pt,"(499.546549, 221.930266, 157.218483)"
Pt,"(1189.790351, 796.608006, 228.521396)"
Pt,"(752.792189, 938.704013, 336.832118)"
Pt,"(640.296653, 22.250242, 205.327795)"
Pt,"(131.587675, 1039.876186, 109.258883)"
Pt,"(1040.348355, 1191.049139, 300.886192)"
Pt,"(831.325983, 482.496416, 374.406922)"
Pt,"(724.491635, 279.075599, 137.314670)"
Pt,"(256.446723, 1185.758768, 220.259932)"
Pt,"(265.599596, 882.182725, 315.136783)"
Pt,"(1038.574854, 317.234769, 292.632103)"
Pt,"(842.360826, 145.974807, 329.313878)"
Pt,"(913.926181, 564.590863, 141.967798)"
Pt,"(8.456587, 334.383669, 236.684116)"
Pt,"(557.262683, 40.521279, 289.441234)"
Pt,"(448.192490, 31.517178, 217.511958)"
Pt,"(509.171922, 1083.459297, 306.828764)"
Pt,"(454.669231, 168.876339, 261.578162)"
Pt,"(1180.098406, 740.057214, 157.568677)"
Pt,"(488.203906, 1014.421469, 247.370593)"
Pt,"(1094.266462, 511.444463, 282.444550)"
Pt,"(11.323315, 78.616460, 127.235418)"
Pt,"(630.405278, 758.690920, 168.771315)"
Pt,"(784.291524, 1064.796978, 250.018103)"
Pt,"(344.948781, 898.676874, 8.484837)"
Pt,"(967.505175, 543.796230, 256.243217)"
Pt,"(159.143254, 650.890200, 0.844247)"
Pt,"(25.201884, 745.673087, 199.811919)"
Pt,"(850.814128, 541.822738, 367.913826)"
Pt,"(1198.816191, 1097.079684, 334.242328)"
Pt,"(783.389867, 460.412297, 148.708707)"
Pt,"(72.515153, 653.597497, 386.617419)"
Pt,"(1153.779131, 460.457524, 302.993270)"
Pt,"(314.719229, 58.500158, 286.327299)"
Pt,"(458.826574, 132.265430, 378.484178)"
Pt,"(622.385478, 512.197081, 196.697187)"
Pt,"(245.053196, 682.865005, 181.314925)"
Pt,"(914.405633, 532.906919, 0.119002)"
Pt,"(953.760069, 258.110788, 200.578691)"
Pt,"(1002.081086, 783.765542, 338.832722)"
Pt,"(370.226944, 1198.604435, 87.164500)"
Pt,"(144.004473, 736.756519, 362.096740)"
Pt,"(876.918399, 907.671807, 149.064059)"
Pt,"(460.733972, 752.228489, 136.410621)"
Pt,"(843.921991, 124.509063, 216.812058)"
Pt,"(978.230984, 572.299458, 59.185054)"
Pt,"(372.328019, 743.592190, 397.752429)"
Pt,"(969.079666, 401.470332, 285.486349)"
Pt,"(1170.434698, 1110.754045, 213.563226)"
Pt,"(691.110700, 84.227969, 352.089941)"
Pt,"(483.039922, 591.195068, 243.332426)"
Pt,"(1057.370487, 1076.730851, 364.985679)"
Pt,"(992.229783, 63.470176, 356.642109)"
Pt,"(905.874538, 78.317769, 149.365320)"
Pt,"(150.363974, 970.167418, 311.906291)"
Pt,"(402.245476, 1150.633320, 171.036918)"
Pt,"(1180.194304, 777.958656, 43.806046)"
Pt,"(1028.366644, 426.038406, 282.853176)"
Pt,"(77.088950, 895.931734, 390.752992)"
Pt,"(781.371034, 1194.476360, 216.034686)"
Pt,"(109.999346, 858.502877, 136.755688)"
Pt,"(1109.345965, 416.868099, 223.107493)"
Pt,"(763.638237, 178.542761, 106.388549)"
Pt,"(691.981472, 773.565293, 258.937691)"
Pt,"(916.722635, 434.556359, 22.875837)"
Pt,"(250.838605, 510.921087, 232.449254)"
Pt,"(469.682983, 898.563554, 20.144563)"
Pt,"(129.041234, 204.490502, 396.055867)"
Pt,"(394.672599, 438.586659, 351.974789)"
Pt,"(45.488783, 974.457841, 184.835894)"
Pt,"(277.353237, 758.562178, 115.162679)"
Pt,"(732.870856, 160.276826, 365.384435)"
Pt,"(948.633449, 215.865996, 124.725153)"
Pt,"(384.405681, 481.709862, 251.524607)"
Pt,"(1076.222496, 481.850284, 193.113555)"
Pt,"(807.594622, 943.073558, 23.934714)"
Pt,"(467.372359, 659.293343, 161.328356)"
Pt,"(752.541841, 247.277914, 393.627354)"
Pt,"(449.555064, 439.316827, 46.883125)"
Pt,"(765.943039, 229.287077, 231.457295)"
Pt,"(210.897331, 957.000532, 295.098599)"
Pt,"(330.378754, 335.352066, 161.902560)"
Pt,"(424.366581, 440.956944, 184.647161)"
Pt,"(944.403509, 504.941483, 293.021399)"
Pt,"(520.366347, 709.038582, 6.259877)"
Pt,"(27.544680, 417.636419, 206.931473)"
Pt,"(463.461235, 323.863542, 13.984616)"
Pt,"(99.199551, 615.542929, 273.910602)"
Pt,"(714.324451, 794.814866, 152.377382)"
Pt,"(71.537174, 994.834764, 317.170088)"
Pt,"(144.671162, 225.126303, 187.120155)"
Pt,"(1010.594173, 291.484267, 270.717952)"
Pt,"(926.023079, 847.197519, 337.899722)"
Pt,"(271.484987, 481.412372, 393.921307)"
Pt,"(109.431417, 1192.262967, 71.598478)"
Pt,"(462.894417, 1192.360791, 150.884799)"
Pt,"(408.097332, 2.136561, 333.992008)"
Pt,"(465.555500, 128.917370, 25.571248)"
Pt,"(487.265940, 149.331252, 85.658105)"
Pt,"(954.839750, 402.473706, 210.763282)"
Pt,"(972.335825, 813.110424, 30.770824)"
Pt,"(771.033216, 384.394207, 73.172532)"
Pt,"(1017.784337, 60.092137, 320.373371)"
Pt,"(1140.196879, 25.955758, 3.206420)"
Pt,"(305.211290, 864.861248, 359.811590)"
Pt,"(603.509665, 328.037757, 237.448576)"
Pt,"(585.112275, 621.911978, 131.565660)"
Pt,"(821.089036, 672.114264, 14.958098)"
Pt,"(296.242826, 930.343567, 218.099696)"
Pt,"(1057.038561, 735.365866, 181.172833)"
Pt,"(1183.552933, 468.681120, 223.598482)"
Pt,"(182.051156, 1167.096040, 79.683787)"
Pt,"(198.438405, 597.864421, 310.998890)"
Pt,"(576.853927, 562.087094, 113.052361)"
Pt,"(400.921233, 341.928017, 177.672478)"
Pt,"(1140.358247, 484.355655, 242.869938)"
Pt,"(339.946095, 1183.089099, 253.816143)"
Pt,"(294.225177, 1000.896200, 15.454276)"
Pt,"(743.119250, 1092.214505, 250.448564)"
Pt,"(904.266855, 394.628442, 176.988791)"
Pt,"(0.602231, 1112.108817, 251.638256)"
Pt,"(887.814009, 881.671991, 190.987302)"
Pt,"(131.006428, 1071.911066, 3.547203)"
Pt,"(649.585581, 165.802821, 32.546567)"
Pt,"(573.534095, 100.692080, 90.160503)"
Pt,"(591.528009, 439.385102, 348.133051)"
Pt,"(723.565545, 656.826337, 221.799738)"
Pt,"(556.226558, 1179.395758, 385.585078)"
Pt,"(922.952773, 484.014787, 252.156791)"
Pt,"(711.303101, 125.383540, 367.128783)"
Pt,"(744.456020, 824.967349, 0.744727)"
Pt,"(969.597694, 299.829524, 237.564785)"
Pt,"(859.307609, 100.954899, 256.028470)"
Pt,"(947.205906, 206.490953, 63.125364)"
Pt,"(65.820969, 1026.261446, 398.986854)"
Pt,"(1022.471466, 492.599332, 33.867048)"
Pt,"(841.215982, 154.985919, 39.352893)"
Pt,"(900.163753, 1113.702172, 67.757007)"
Pt,"(12.477123, 731.220283, 277.134516)"
Pt,"(225.111887, 328.580350, 195.696520)"
Pt,"(339.857970, 284.556788, 346.037905)"
Pt,"(745.169171, 244.999609, 38.684155)"
Pt,"(886.749221, 189.073361, 236.396030)"
Pt,"(130.813363, 1142.615812, 146.038143)"
Pt,"(241.668672, 186.063520, 128.632283)"
Pt,"(705.132723, 696.465716, 178.862151)"
Pt,"(413.868828, 608.659666, 278.364980)"
Pt,"(180.639389, 6.825471, 3.039755)"
Pt,"(1161.720479, 420.910925, 118.526137)"
Pt,"(217.251224, 581.600603, 390.183510)"
Pt,"(612.418285, 599.790078, 380.529533)"
Pt,"(804.762251, 1151.769219, 179.089299)"
Pt,"(1052.104178, 1012.886309, 177.735914)"
Pt,"(899.219498, 907.163534, 62.391506)"
Pt,"(764.299308, 341.683086, 258.650739)"
Pt,"(433.481267, 716.282629, 138.429849)"
Pt,"(883.130184, 91.854362, 383.694417)"
Pt,"(384.034713, 724.063345, 187.328245)"
Pt,"(719.595716, 562.348076, 203.967026)"
Pt,"(1048.192486, 473.619953, 384.583603)"
Pt,"(915.318512, 399.705183, 299.527140)"
Pt,"(405.893700, 1178.543484, 91.722191)"
Pt,"(428.097280, 1196.869075, 363.590830)"
Pt,"(697.653874, 558.768559, 237.621034)"
Pt,"(369.902162, 1115.275354, 303.610049)"
Pt,"(797.503652, 472.753455, 3.925073)"
Pt,"(1181.386363, 1169.901913, 197.955770)"
Pt,"(629.740690, 331.526962, 357.879615)"
Pt,"(805.564055, 68.749904, 334.316096)"
Pt,"(545.910613, 228.692801, 255.038525)"
Pt,"(57.993498, 544.907375, 298.015637)"
Pt,"(911.297752, 1134.064870, 67.603398)"
Pt,"(130.448620, 921.515992, 221.398346)"
Pt,"(521.886129, 322.865605, 91.629372)"
Pt,"(1131.966577, 321.166144, 196.369156)"
Pt,"(899.223603, 658.462400, 195.328207)"
Pt,"(883.106272, 497.056346, 200.224699)"
Pt,"(1122.914783, 1178.591488, 213.010335)"
Pt,"(76.367255, 381.096620, 331.051703)"
Pt,"(808.079025, 1085.889833, 397.759934)"
Pt,"(1131.589922, 307.702012, 26.274956)"
Pt,"(1176.440448, 1042.314993, 364.846447)"
Pt,"(496.873328, 610.978314, 105.289003)"
Pt,"(722.606881, 677.906459, 320.007357)"
Pt,"(21.997635, 237.499295, 46.038884)"
Pt,"(822.562765, 44.588077, 154.589751)"
Pt,"(598.929850, 134.026257, 102.541360)"
Pt,"(1000.071047, 1196.793698, 241.464282)"
Pt,"(760.518698, 298.709723, 370.612086)"
Pt,"(8.852898, 838.961009, 74.842498)"
Pt,"(423.545989, 63.507105, 2.642179)"
Pt,"(786.819440, 800.800521, 250.240624)"
Pt,"(630.471330, 62.407829, 184.697901)"
Pt,"(111.225078, 214.370212, 131.340902)"
Pt,"(867.824908, 558.989781, 339.241724)"
Pt,"(770.803797, 489.601098, 266.683040)"
Pt,"(468.050903, 998.623274, 140.532617)"
Pt,"(564.827259, 177.189544, 62.382169)"
Pt,"(62.678988, 411.832958, 314.211182)"
Pt,"(1061.913573, 77.356960, 380.906989)"
Pt,"(55.683443, 1130.614563, 333.326775)"
Pt,"(959.675122, 410.048777, 34.830606)"
Pt,"(551.992569, 1092.884732, 131.443965)"
Pt,"(586.915374, 489.534298, 379.616490)"
Pt,"(155.853918, 976.403863, 281.539827)"
Pt,"(883.546194, 1162.646203, 107.419620)"
Pt,"(689.082496, 482.319430, 167.344391)"
Pt,"(433.730216, 134.700041, 235.304710)"
Pt,"(820.070168, 904.978488, 188.114418)"
Pt,"(988.769278, 1156.018987, 26.259189)"
Pt,"(25.166326, 494.353965, 184.297857)"
Pt,"(686.725606, 749.636682, 221.441255)"
Pt,"(701.933512, 117.006984, 167.066997)"
Pt,"(214.139814, 870.157039, 149.459035)"
Pt,"(972.275986, 332.559133, 140.612307)"
Pt,"(1040.125025, 1096.217321, 349.765962)"
Pt,"(951.971922, 142.839025, 370.023084)"
Pt,"(1020.996297, 941.458294, 357.687938)"
Pt,"(653.745624, 387.410926, 221.814076)"
Pt,"(389.475790, 508.216736, 99.992915)"
Pt,"(154.983472, 844.490841, 49.720159)"
Pt,"(185.127690, 160.269099, 24.114488)"
Pt,"(1025.837436, 333.629842, 399.875890)"
Pt,"(1167.258683, 604.358956, 316.180897)"
Pt,"(1191.613225, 48.800737, 313.557930)"
Pt,"(461.158583, 1101.678591, 96.179227)"
Pt,"(495.789923, 420.095497, 397.260344)"
Pt,"(980.182264, 1164.583235, 316.354650)"
Pt,"(516.039443, 340.884204, 319.336470)"
Pt,"(951.662348, 771.980279, 106.296891)"
Pt,"(667.009406, 370.954938, 147.397390)"
Pt,"(126.629451, 781.704921, 347.276739)"
Pt,"(313.855990, 916.326906, 39.182577)"
Pt,"(115.251652, 207.391018, 4.596455)"
Pt,"(1110.846774, 460.544013, 358.797889)"
Pt,"(684.523340, 204.116386, 261.209137)"
Pt,"(61.755188, 101.385747, 213.152263)"
Pt,"(239.661510, 204.607231, 91.058545)"
Pt,"(995.107715, 901.865698, 182.652884)"
Pt,"(615.841828, 800.565577, 52.910255)"
Pt,"(466.595125, 612.266452, 75.543358)"
Pt,"(459.740332, 550.296633, 80.532985)"
Pt,"(25.156679, 102.068136, 211.968926)"
Pt,"(1018.854108, 400.027918, 208.733675)"
Pt,"(275.036634, 262.677119, 301.204623)"
Pt,"(695.834857, 406.428717, 330.746736)"
Pt,"(207.520688, 838.071316, 135.581791)"
Pt,"(860.633729, 1073.377442, 77.997725)"
Pt,"(248.080096, 1198.247039, 365.205292)"
Pt,"(211.183795, 850.704144, 88.655619)"
Pt,"(585.246309, 932.067897, 6.484626)"
Pt,"(1046.968851, 1188.033428, 214.202491)"
Pt,"(896.493655, 692.228751, 91.385668)"
Pt,"(767.622918, 101.393127, 113.589782)"
Pt,"(575.070635, 531.744339, 248.186184)"
Pt,"(325.849657, 217.713122, 92.392227)"
Pt,"(473.402292, 798.433206, 123.021688)"
Pt,"(1184.180548, 793.558267, 262.373674)"
Pt,"(338.742308, 232.974389, 226.115951)"
Pt,"(86.636333, 475.400332, 362.057056)"
Pt,"(1126.189468, 538.460376, 260.676592)"
Pt,"(648.845714, 230.569477, 71.679683)"
Pt,"(536.983817, 748.185435, 53.316854)"
Pt,"(965.979633, 901.618684, 18.248268)"
Pt,"(1107.639527, 335.723492, 223.928315)"
Pt,"(1.171998, 315.023494, 330.957864)"
Pt,"(963.102963, 245.809237, 180.303078)"
Pt,"(225.526427, 750.238468, 250.448021)"
Pt,"(421.917798, 665.614160, 168.960863)"
Pt,"(1046.782880, 269.970191, 15.712535)"
Pt,"(1135.644182, 625.009546, 139.814890)"
Pt,"(246.934877, 546.161754, 225.223633)"
Pt,"(846.258001, 142.943707, 255.097388)"
Pt,"(1010.525403, 297.184922, 362.239878)"
Pt,"(123.083762, 262.075225, 350.217962)"
Pt,"(753.528350, 1140.942610, 202.915188)"
Pt,"(1192.762219, 261.205802, 84.207537)"
Pt,"(62.217305, 915.728360, 390.067426)"
Pt,"(635.843117, 25.678736, 44.838396)"
Pt,"(608.993937, 527.455071, 240.152991)"
Pt,"(259.121942, 730.407203, 305.601303)"
Pt,"(567.054484, 1045.015268, 295.122747)"
Pt,"(1115.562790, 1175.383927, 88.691221)"
Pt,"(141.177184, 526.934961, 64.803800)"
Pt,"(102.869618, 325.980489, 333.049558)"
Pt,"(379.785201, 826.902228, 50.861855)"
Pt,"(79.608552, 514.774847, 366.139602)"
Pt,"(97.919121, 448.660385, 276.096306)"
Pt,"(1193.233276, 1082.990847, 319.632588)"
Pt,"(904.850978, 534.889246, 138.297130)"
Pt,"(195.808360, 523.902963, 396.423455)"
Pt,"(946.794775, 1151.921291, 2.091220)"
Pt,"(664.993592, 1052.206485, 283.699004)"
Pt,"(284.547045, 1093.828270, 113.239469)"
Pt,"(776.050075, 290.464204, 255.053982)"
Pt,"(651.780699, 542.790137, 239.093578)"
Pt,"(67.121264, 947.101760, 372.844852)"
Pt,"(201.350839, 852.475432, 211.502274)"
Pt,"(540.207941, 514.790598, 398.723230)"
Pt,"(666.852728, 89.487468, 315.743970)"
Pt,"(48.650547, 1107.542673, 14.356957)"
Pt,"(537.272018, 678.365350, 349.585425)"
Pt,"(627.130505, 190.271954, 292.178355)"
Pt,"(700.122459, 1193.663169, 265.362650)"
Pt,"(711.298931, 1143.610310, 33.059443)"
Pt,"(652.762826, 440.254568, 307.977688)"
Pt,"(1151.123087, 496.153554, 140.439868)"
Pt,"(222.682204, 673.293557, 93.479288)"
Pt,"(1090.547155, 460.399166, 94.835723)"
Pt,"(1024.119258, 861.519112, 80.807036)"
Pt,"(828.438683, 362.226594, 191.364632)"
Pt,"(583.784508, 114.008936, 176.579617)"
Pt,"(1064.464965, 1171.288990, 149.690586)"
Pt,"(515.895714, 216.650328, 267.354149)"
Pt,"(383.420117, 902.880984, 136.399233)"
Pt,"(165.366349, 823.360947, 388.860953)"
Pt,"(853.352571, 637.743548, 144.118700)"
Pt,"(891.196812, 969.058260, 54.993222)"
Pt,"(272.377594, 101.611640, 234.579678)"
Pt,"(443.780003, 478.525339, 90.115989)"
Pt,"(510.736166, 406.222327, 349.399372)"
Pt,"(908.801525, 354.980920, 0.873547)"
Pt,"(1089.669036, 454.755503, 199.860491)"
Pt,"(1074.319233, 961.551832, 127.518965)"
Pt,"(400.042139, 467.862434, 222.817935)"
Pt,"(61.921500, 987.889216, 348.520074)"
Pt,"(414.809920, 835.030184, 15.926563)"
Pt,"(876.398769, 1102.059434, 200.497747)"
Pt,"(601.147670, 938.315197, 112.764872)"
Pt,"(880.365469, 18.387233, 114.897370)"
Pt,"(509.061635, 636.034023, 35.351289)"
Pt,"(926.572087, 57.894943, 174.956199)"
Pt,"(892.356441, 867.490346, 382.299555)"
Pt,"(622.233279, 646.453001, 315.399224)"
Pt,"(901.135237, 257.913656, 40.374384)"
Pt,"(613.912315, 397.894500, 135.286712)"
Pt,"(1034.120747, 612.505834, 3.631376)"
Pt,"(1172.147317, 1116.350083, 283.625427)"
Pt,"(1037.907976, 565.414177, 399.650180)"
Pt,"(105.361457, 1094.236436, 83.410487)"
Pt,"(155.679921, 414.885488, 256.068273)"
Pt,"(1155.493213, 304.792428, 317.950038)"
Pt,"(1136.129048, 164.549454, 392.740814)"
Pt,"(302.596498, 783.740139, 167.164624)"
Pt,"(106.225120, 78.702999, 207.149075)"
Pt,"(815.779320, 447.642522, 69.073534)"
Pt,"(231.495746, 723.345227, 325.798815)"
Pt,"(746.575710, 1043.103556, 362.318734)"
Pt,"(1126.384071, 214.507247, 391.944375)"
Pt,"(1195.850750, 193.206763, 303.487863)"
Pt,"(1159.048892, 1060.238068, 337.439190)"
Pt,"(940.131535, 454.805842, 373.191028)"
Pt,"(733.759101, 736.816287, 100.779422)"
Pt,"(550.130461, 643.013489, 365.087580)"
Pt,"(664.212601, 618.209266, 141.056082)"
Pt,"(447.474382, 372.032149, 282.248074)"
Pt,"(1013.489669, 145.684174, 263.518130)"
Pt,"(1136.242438, 361.412033, 3.669419)"
Pt,"(14.159821, 350.202981, 244.662137)"
Pt,"(215.553882, 11.802992, 216.999986)"
Pt,"(389.490857, 1199.394628, 65.001678)"
Pt,"(850.772467, 435.085781, 285.144911)"
Pt,"(2.247813, 269.982319, 165.563147)"
Pt,"(228.739987, 290.035593, 355.990786)"
Pt,"(278.628509, 921.896368, 165.342899)"
Pt,"(754.711631, 1188.424611, 47.272415)"
Pt,"(272.237551, 1002.124514, 320.261432)"
Pt,"(102.824457, 640.757218, 225.420480)"
Pt,"(14.069056, 298.833894, 81.491083)"
Pt,"(786.011385, 876.752360, 136.303010)"
Pt,"(663.752957, 355.350505, 107.953192)"
Pt,"(987.296463, 95.664724, 265.563685)"
Pt,"(250.041517, 588.812481, 235.367927)"
Pt,"(492.760320, 691.538289, 265.513590)"
Pt,"(317.635707, 1035.954088, 267.416953)"
Pt,"(907.766253, 586.102061, 20.295273)"
Pt,"(851.617367, 763.540940, 332.542336)"
Pt,"(639.803487, 1156.765184, 140.994571)"
Pt,"(1137.660924, 992.548367, 230.789405)"
Pt,"(348.958988, 236.326678, 329.156317)"
Pt,"(158.578669, 706.368033, 190.434542)"
Pt,"(926.589852, 283.735308, 274.858410)"
Pt,"(431.006381, 1154.177236, 212.350269)"
Pt,"(366.660332, 949.082801, 328.671250)"
Pt,"(818.703092, 663.860285, 78.779079)"
Pt,"(901.338798, 637.381468, 7.761255)"
Pt,"(989.860493, 312.344430, 104.861152)"
Pt,"(1075.988445, 1129.366857, 238.539978)"
Pt,"(653.895414, 471.570751, 101.313744)"
Pt,"(1.958304, 843.054672, 148.433852)"
Pt,"(717.809041, 1147.074552, 370.904347)"
Pt,"(565.524803, 1081.380820, 42.047416)"
Pt,"(1103.728253, 597.408800, 249.856433)"
Pt,"(792.803230, 530.344253, 32.734566)"
Pt,"(536.935790, 423.935253, 247.091007)"
Pt,"(1191.308667, 217.025441, 140.197730)"
Pt,"(1096.564072, 711.809905, 48.684086)"
Pt,"(644.293474, 1113.580683, 99.493887)"
Pt,"(913.413041, 238.690011, 96.073672)"
Pt,"(888.278594, 299.531371, 84.063247)"
Pt,"(1062.812738, 36.989526, 178.316997)"
Pt,"(512.577976, 919.207169, 32.576681)"
Pt,"(661.091420, 1023.879699, 29.762870)"
Pt,"(635.237703, 836.733940, 70.949393)"
Pt,"(437.631900, 749.261471, 315.814565)"
Pt,"(138.419120, 464.423985, 3.393187)"
Pt,"(1023.119313, 1014.016809, 93.527654)"
Pt,"(1196.943652, 515.381464, 8.927070)"
Pt,"(1107.678519, 475.579382, 29.708203)"
Pt,"(623.152850, 956.931511, 140.182892)"
Pt,"(129.423658, 703.977127, 98.435552)"
Pt,"(736.972928, 556.764156, 254.395299)"
Pt,"(162.048556, 511.780438, 358.978231)"
Pt,"(971.070067, 479.549887, 268.372476)"
Pt,"(762.781048, 1032.549619, 126.405376)"
Pt,"(810.980670, 97.705265, 81.241031)"
Pt,"(224.427733, 916.115882, 146.962779)"
Pt,"(880.264216, 1084.487911, 118.340099)"
Pt,"(972.119092, 223.511026, 30.916914)"
